State_And_County_FIPS_Code	CHSI_State_Name	CHSI_County_Name	Population_Size	Population_Density	Poverty	Age_19_Under	Age_19_64	Age_65_84	Age_85_and_Over	White	Black	Native_American	Asian	Hispanic	ALE	Health_Status	LBW	VLBW	Premature	Under_18	Over_40	Late_Care	Infant_Mortality	Unmarried	Brst_Cancer	Col_Cancer	CHD	Lung_Cancer	Suicide	No_HS_Diploma	Unemployed	Sev_Work_Disabled	Major_Depression	Recent_Drug_Use	Ecol_Rpt	Ecol_Exp	Salm_Rpt	Salm_Exp	Shig_Rpt	Shig_Exp	FluB_Rpt	FluB_Exp	HepA_Rpt	HepA_Exp	HepB_Rpt	HepB_Exp	Meas_Rpt	Meas_Exp	Pert_Rpt	Pert_Exp	CRS_Rpt	CRS_Exp	Syphilis_Rpt	Syphilis_Exp	No_Exercise	Few_Fruit_Veg	Obesity	High_Blood_Pres	Smoker	Diabetes	Uninsured	HPSA_Ind
15-3	Hawaii	Honolulu	905266	1509.0	10.5	24.6	61.4	11.8	2.2	22.9	3.0	0.3	55.1	4.7	80.5	12.5	8.5	1.4	13.2	2.3	3.3	13.3	7.3	29.3	17.2	17.1	98.3	33.4	9.5	91741.0	12197.0	13613.0	46831	58004	46.0	27.0	608.0	346.0	147.0	106.0	49.0	27.0	42.0	106.0	48.0	53.0	26.0	0.0	54.0	80.0	1.0	0.0	34.0	27.0	19.0	77.1	17.8	23.9	18.0	6.9	106915.0	2
54-69	West Virginia	Ohio	45112	425.0	14.6	22.1	59.2	16.2	2.6	94.5	3.6	0.1	0.9	0.6	75.5	17.5	9.1	1.4	14.1	4.0	2.2	13.1	9.5	37.8	25.2	28.0	218.3	70.9	11.9	5288.0	1013.0	1813.0	3394	1994	4.0	2.0	47.0	37.0	0.0	12.0	3.0	0.0	23.0	5.0	4.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	22.1	84.4	23.4	28.7	27.4	10.4	4190.0	2
15-7	Hawaii	Kauai	62640	101.0	10.5	25.9	60.0	11.7	2.4	33.9	0.4	0.4	43.8	5.7	79.7	13.4	7.3	1.2	9.8	4.3	4.1	23.1	4.5	42.9	20.3	19.4	127.4	34.8	11.2	6968.0	884.0	836.0	3192	3949	6.0	6.0	46.0	47.0	2.0	9.0	9.0	3.0	5.0	9.0	4.0	3.0	1.0	0.0	24.0	15.0	0.0	0.0	0.0	0.0	17.3	77.0	17.4	26.2	20.7	7.0	8126.0	2
46-83	South Dakota	Lincoln	33381	58.0	4.4	26.4	65.8	6.3	1.4	96.8	0.6	0.6	0.9	1.0	78.5	6.6	6.0	1.1	9.6	1.6	1.5	10.9	5.0	14.9	38.1	22.1	171.9	41.0	7.6	2245.0	466.0	419.0	1829	1263	11.0	7.0	21.0	27.0	3.0	20.0	0.0	0.0	1.0	9.0	1.0	2.0	0.0	2.0	1.0	7.0	0.0	0.0	0.0	0.0	19.8	83.9	18.9	18.7	20.6	4.3	1873.0	1
41-19	Oregon	Douglas	104202	21.0	14.0	22.5	58.6	16.2	2.7	95.0	0.3	1.6	0.9	3.8	76.2	22.1	6.2	1.2	8.8	4.2	1.6	13.3	9.0	38.4	28.6	20.4	138.6	61.4	15.3	13836.0	3835.0	2983.0	7826	7708	3.0	3.0	13.0	49.0	2.0	30.0	1.0	0.0	3.0	9.0	4.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	6.0	23.1	79.3	27.5	34.0	27.5	7.8	13561.0	2
4-19	Arizona	Pima	924786	101.0	14.3	26.0	59.6	12.5	1.9	88.7	3.4	3.6	2.6	31.6	77.3	13.7	7.4	1.1	12.2	4.9	2.1	28.5	7.0	42.5	22.7	18.2	146.7	47.2	16.2	99444.0	19949.0	18572.0	51475	52043	18.0	26.0	489.0	368.0	384.0	368.0	37.0	26.0	178.0	131.0	117.0	105.0	0.0	0.0	397.0	79.0	0.0	0.0	92.0	158.0	20.9	70.7	19.7	23.8	18.7	6.6	149746.0	2
30-49	Montana	Lewis and Clark	58449	17.0	11.7	23.0	64.5	10.7	1.8	95.6	0.3	2.1	0.6	1.7	77.7	12.1	8.3	1.3	11.7	3.5	2.4	8.5	7.2	26.5	32.3	18.6	109.9	59.3	17.9	3447.0	1154.0	1124.0	4252	3040	14.0	6.0	36.0	42.0	4.0	11.0	0.0	3.0	5.0	6.0	4.0	6.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	19.5	78.6	20.5	21.1	18.3	5.7	6333.0	2
17-113	Illinois	McLean	159013	134.0	9.4	25.7	64.5	8.2	1.5	89.3	6.5	0.1	2.7	3.1	78.6	8.8	7.0	1.4	12.5	2.1	1.8	10.1	9.2	25.4	24.5	20.3	164.1	54.8	9.8	8574.0	3513.0	2108.0	8625	11629	2.0	9.0	51.0	56.0	17.0	19.0	2.0	5.0	4.0	9.0	2.0	5.0	0.0	0.0	9.0	19.0	0.0	0.0	4.0	5.0	19.4	79.2	20.9	19.0	19.4	6.1	14905.0	2
5-85	Arkansas	Lonoke	60658	79.0	10.8	26.8	62.9	9.3	1.1	91.5	6.5	0.5	0.6	2.3	75.0	16.8	7.8	1.3	12.9	4.1	1.1	15.6	7.7	28.3	24.8	28.6	165.2	72.0	11.4	8730.0	1228.0	1583.0	3804	3492	0.0	5.0	147.0	38.0	19.0	14.0	1.0	0.0	0.0	5.0	6.0	3.0	0.0	0.0	115.0	14.0	0.0	0.0	0.0	3.0	27.8	81.5	23.2	21.1	29.5	6.3	7148.0	2
21-89	Kentucky	Greenup	37184	107.0	14.6	22.8	61.4	14.2	1.6	98.0	0.7	0.2	0.5	0.6	75.2	30.1	9.1	1.4	15.3	4.6	1.5	10.3	8.8	26.3	22.2	18.2	202.3	80.8	7.1	6535.0	1107.0	2313.0	2489	1996	3.0	2.0	16.0	26.0	5.0	7.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	37.1	82.6	29.5	37.7	27.9	10.9	4647.0	2
30-67	Montana	Park	15968	6.0	12.5	20.9	64.4	12.1	2.6	97.3	0.5	0.9	0.4	2.5	79.3	12.4	6.0	0.9	8.6	2.8	5.6	13.9	4.5	21.0	23.2	23.3	107.6	53.2	22.3	1435.0	356.0	447.0	1191	772	2.0	5.0	15.0	17.0	1.0	3.0	0.0	0.0	5.0	6.0	3.0	2.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	20.9	74.8	13.7	20.3	18.3	3.2	2443.0	2
27-145	Minnesota	Stearns	142654	106.0	8.0	25.4	63.1	9.7	1.8	95.3	1.5	0.3	1.9	1.7	80.8	9.2	6.9	1.1	10.9	1.8	2.5	11.5	5.8	24.3	19.0	17.3	95.7	39.0	8.7	11944.0	3472.0	1710.0	7803	9158	25.0	8.0	49.0	54.0	15.0	17.0	6.0	4.0	4.0	8.0	2.0	4.0	0.0	0.0	34.0	17.0	0.0	0.0	2.0	0.0	16.1	77.1	18.9	18.9	18.5	3.9	10602.0	2
13-63	Georgia	Clayton	267966	1879.0	13.9	31.0	62.1	6.2	0.6	30.9	62.1	0.3	5.1	10.3	74.8	13.9	10.2	2.3	13.8	4.4	1.9	16.9	10.2	48.0	27.5	17.2	189.3	56.8	11.5	32394.0	9076.0	6699.0	15024	13365	1.0	8.0	83.0	167.0	144.0	84.0	12.0	8.0	66.0	23.0	63.0	15.0	0.0	0.0	1.0	15.0	0.0	0.0	49.0	8.0	26.8	82.1	26.0	27.0	23.6	5.8	42397.0	2
19-129	Iowa	Mills	15284	35.0	8.3	24.6	63.5	10.0	1.9	98.7	0.4	0.2	0.3	2.2	76.4	16.4	6.4	1.4	11.0	2.2	1.5	12.8	4.0	27.3	33.4	26.5	247.0	52.3	11.4	1738.0	359.0	468.0	863	562	2.0	4.0	10.0	17.0	8.0	13.0	0.0	0.0	0.0	6.0	1.0	1.0	0.0	1.0	10.0	4.0	0.0	0.0	1.0	0.0	22.5	75.6	22.6	26.2	29.5	6.0	931.0	2
37-97	North Carolina	Iredell	140924	245.0	10.2	26.0	61.6	11.0	1.4	84.7	12.8	0.3	1.5	4.8	75.9	18.3	9.3	1.7	12.9	4.1	2.0	22.4	8.5	31.1	19.8	22.7	172.5	57.6	10.7	20445.0	3574.0	3086.0	8112	9140	3.0	8.0	49.0	47.0	4.0	16.0	4.0	4.0	9.0	8.0	9.0	4.0	0.0	0.0	9.0	16.0	0.0	0.0	1.0	4.0	25.2	78.4	24.3	28.8	27.2	6.4	14939.0	2
40-87	Oklahoma	McClain	30096	53.0	10.9	24.9	62.0	11.9	1.2	89.6	0.8	6.0	0.3	5.3	75.0	14.5	7.5	1.7	12.3	3.8	1.3	13.8	11.6	24.5	12.8	17.2	247.5	63.0	15.9	4159.0	599.0	693.0	1838	1339	0.0	1.0	23.0	24.0	28.0	10.0	2.0	0.0	5.0	3.0	5.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	28.2	82.2	25.7	27.4	22.8	6.9	4589.0	2
40-21	Oklahoma	Cherokee	44671	59.0	19.2	26.4	61.3	11.1	1.2	58.5	1.6	32.7	0.4	5.1	74.3	25.3	6.8	0.9	12.1	6.0	1.0	31.5	5.9	40.1	32.2	21.5	227.8	62.3	11.8	6245.0	898.0	1443.0	2687	2271	1.0	0.0	25.0	41.0	8.0	19.0	2.0	0.0	5.0	4.0	3.0	4.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	6.0	33.2	83.9	26.1	30.6	25.8	8.9	9497.0	2
25-9	Massachusetts	Essex	738301	1475.0	9.7	25.7	60.9	11.1	2.3	89.4	5.2	0.3	3.1	13.2	78.5	13.9	7.2	1.3	10.5	2.3	4.0	10.2	4.9	29.0	25.0	21.8	141.9	56.5	6.4	76453.0	19494.0	17805.0	43283	66171	28.0	22.0	338.0	287.0	86.0	88.0	23.0	22.0	58.0	88.0	35.0	44.0	0.0	0.0	310.0	66.0	0.0	0.0	14.0	22.0	23.9	70.2	18.7	23.8	18.7	6.1	74495.0	2
21-83	Kentucky	Graves	37625	68.0	15.0	24.7	59.7	13.4	2.2	93.7	4.6	0.3	0.3	4.4	75.3	29.1	8.0	1.2	12.8	5.1	1.4	16.5	7.0	31.6	22.1	24.3	209.1	76.3	14.0	6794.0	1671.0	2183.0	2459	2040	2.0	2.0	35.0	30.0	115.0	9.0	1.0	0.0	4.0	4.0	3.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	33.1	78.8	25.1	30.5	32.6	8.5	5376.0	2
19-35	Iowa	Cherokee	12237	21.0	8.1	21.6	57.7	17.2	3.4	98.7	0.4	0.2	0.5	1.9	78.2	5.9	5.2	0.8	10.0	2.8	1.2	7.7	2.6	28.3	28.8	20.4	224.3	38.7	10.2	1097.0	337.0	248.0	718	436	5.0	7.0	79.0	18.0	34.0	8.0	0.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	24.3	79.5	21.3	27.2	13.8	5.7	1061.0	2
28-91	Mississippi	Marion	25235	47.0	21.7	27.2	58.8	12.4	1.7	66.7	32.4	0.2	0.3	0.7	72.2	26.3	10.0	1.9	15.4	6.5	0.6	10.5	4.8	41.7	17.7	19.8	170.7	85.3	9.1	5413.0	938.0	1005.0	1454	1168	1.0	0.0	40.0	24.0	1.0	11.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	38.7	80.6	31.0	25.1	34.9	10.4	4790.0	1
6-13	California	Contra Costa	1017787	1414.0	7.5	27.0	61.6	9.7	1.7	72.7	9.6	0.7	13.5	20.7	78.8	14.1	6.4	1.0	9.8	2.2	4.4	10.6	4.0	25.3	27.1	17.2	152.5	46.6	9.4	87405.0	24606.0	19668.0	52118	67356	36.0	30.0	0.0	385.0	0.0	119.0	4.0	30.0	108.0	119.0	60.0	59.0	2.0	0.0	37.0	89.0	0.0	0.0	42.0	30.0	21.0	72.8	21.6	23.7	14.2	5.4	119080.0	2
21-173	Kentucky	Montgomery	24256	122.0	14.5	25.0	62.3	11.1	1.6	95.8	3.3	0.1	0.1	1.3	75.0	25.9	7.9	1.4	13.1	5.6	0.8	15.4	8.7	28.6	31.1	28.9	223.4	83.8	12.4	4863.0	819.0	1388.0	1577	1297	2.0	2.0	18.0	26.0	0.0	11.0	1.0	0.0	5.0	4.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	38.3	82.9	30.1	30.3	32.4	9.8	3117.0	2
26-145	Michigan	Saginaw	208356	258.0	13.4	26.8	59.4	11.6	2.2	77.8	19.3	0.5	1.0	6.9	76.5	18.0	8.9	1.8	12.8	5.2	1.9	10.4	9.3	47.1	25.2	19.7	183.0	60.2	9.4	24922.0	7696.0	6826.0	11524	13118	0.0	6.0	38.0	101.0	13.0	63.0	0.0	0.0	6.0	19.0	2.0	25.0	0.0	0.0	2.0	25.0	0.0	0.0	4.0	13.0	25.7	81.3	31.8	30.2	21.9	9.5	29913.0	2
56-7	Wyoming	Carbon	15331	2.0	12.2	21.4	65.2	11.8	1.5	96.3	1.0	1.2	1.0	13.0	77.4	14.9	8.8	1.3	12.5	6.0	1.4	19.7	8.8	32.5	28.4	25.3	216.7	48.1	27.9	1791.0	311.0	504.0	1139	681	1.0	3.0	22.0	16.0	2.0	5.0	8.0	2.0	22.0	16.0	8.0	5.0	1.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	24.6	80.6	25.2	31.6	25.6	6.2	2446.0	1
45-83	South Carolina	Spartanburg	266809	329.0	12.9	25.2	62.2	11.0	1.6	76.2	20.9	0.3	1.7	4.1	74.4	17.1	10.2	1.7	15.7	5.6	1.5	21.3	7.8	30.7	33.3	19.0	170.9	66.6	11.5	48069.0	10043.0	7900.0	15646	12705	1.0	8.0	74.0	101.0	3.0	31.0	3.0	8.0	14.0	16.0	17.0	16.0	0.0	0.0	5.0	23.0	0.0	0.0	14.0	16.0	27.9	76.8	25.1	28.3	25.3	8.2	34411.0	2
1-103	Alabama	Morgan	113740	195.0	13.2	24.8	62.0	11.8	1.4	85.7	11.8	0.7	0.7	4.6	75.2	18.3	8.7	1.5	14.3	5.3	1.3	20.0	5.2	29.0	24.9	20.7	127.1	70.7	15.5	18217.0	2266.0	4163.0	6428	5407	1.0	3.0	39.0	44.0	11.0	13.0	1.0	3.0	16.0	7.0	4.0	7.0	0.0	0.0	4.0	10.0	0.0	0.0	10.0	7.0	23.4	74.5	22.5	32.7	28.9	6.7	16097.0	2
38-3	North Dakota	Barnes	11075	7.0	10.3	20.8	59.2	15.4	4.6	97.8	0.8	0.8	0.3	0.7	78.3	12.1	5.2	1.3	9.1	2.3	1.1	17.8	12.1	25.6	31.9	24.4	165.9	43.1	18.0	1161.0	212.0	141.0	654	374	1.0	4.0	2.0	13.0	0.0	4.0	0.0	0.0	15.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	21.9	73.9	24.7	32.2	20.4	5.4	1019.0	2
31-25	Nebraska	Cass	25734	46.0	6.4	25.7	62.3	10.6	1.4	97.9	0.5	0.2	0.5	1.8	78.5	12.7	6.7	1.3	11.0	2.9	2.0	14.5	6.6	23.2	20.1	21.2	151.1	55.1	12.6	1814.0	576.0	401.0	1543	967	12.0	7.0	32.0	29.0	49.0	21.0	0.0	0.0	10.0	10.0	2.0	2.0	0.0	2.0	5.0	7.0	0.0	0.0	0.0	0.0	25.1	84.2	26.6	23.2	24.0	7.5	1990.0	2
29-19	Missouri	Boone	143326	209.0	11.7	24.9	66.1	7.7	1.2	85.9	8.6	0.4	3.2	2.1	78.0	12.1	8.1	1.4	12.0	2.3	2.1	11.2	6.7	29.7	34.9	15.3	139.2	51.8	12.3	9117.0	3013.0	2161.0	9472	8358	8.0	4.0	51.0	54.0	36.0	17.0	3.0	4.0	1.0	8.0	13.0	8.0	0.0	0.0	4.0	12.0	0.0	0.0	2.0	8.0	21.7	78.1	19.8	18.6	25.4	3.7	13943.0	2
19-41	Iowa	Clay	16897	30.0	8.4	22.4	59.2	15.1	3.3	98.6	0.2	0.1	0.9	1.9	79.4	13.6	6.9	1.0	10.5	2.6	1.4	8.6	5.6	28.0	30.7	22.3	171.7	38.1	10.7	1433.0	416.0	285.0	979	599	7.0	9.0	43.0	24.0	6.0	10.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	18.4	83.8	23.4	28.2	19.2	5.3	1097.0	2
8-43	Colorado	Fremont	47766	31.0	14.0	20.2	64.6	13.1	2.1	91.3	5.3	1.3	0.7	10.4	76.4	14.5	9.6	1.6	11.7	5.0	2.4	17.3	8.8	35.4	24.6	18.2	174.5	51.2	21.6	6694.0	1172.0	1375.0	3646	3712	5.0	2.0	39.0	30.0	1.0	9.0	5.0	2.0	4.0	7.0	5.0	5.0	0.0	0.0	4.0	14.0	0.0	0.0	0.0	2.0	20.9	79.3	15.1	23.5	25.6	4.8	6693.0	2
40-107	Oklahoma	Okfuskee	11434	18.0	20.5	22.9	60.8	14.0	2.3	68.0	9.7	18.2	0.1	2.0	74.4	22.4	6.8	1.2	10.4	9.4	1.2	29.7	5.4	40.0	30.4	24.3	294.6	55.0	13.5	2401.0	325.0	403.0	715	508	1.0	1.0	12.0	15.0	4.0	6.0	2.0	0.0	20.0	11.0	8.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	33.5	85.8	23.3	31.0	29.6	13.9	2444.0	1
48-157	Texas	Fort Bend	463650	530.0	8.4	28.9	65.0	5.6	0.5	62.4	21.1	0.4	14.9	22.3	78.9	12.7	7.5	1.3	13.4	2.9	2.9	12.8	4.6	22.1	25.2	19.3	171.1	47.9	9.5	45055.0	10887.0	9345.0	23760	20541	5.0	12.0	102.0	143.0	46.0	72.0	0.0	12.0	27.0	24.0	34.0	24.0	1.0	0.0	6.0	36.0	0.0	0.0	21.0	12.0	19.5	81.1	15.2	22.0	15.0	4.1	57540.0	2
27-19	Minnesota	Carver	84864	238.0	4.0	28.5	64.1	6.2	1.2	95.5	1.1	0.2	2.4	3.3	81.0	9.4	5.3	0.8	9.2	1.1	2.9	7.6	3.5	11.8	20.1	19.8	93.9	29.5	6.4	4585.0	1541.0	819.0	4434	4651	11.0	4.0	33.0	51.0	11.0	15.0	2.0	4.0	14.0	7.0	2.0	7.0	0.0	0.0	33.0	15.0	0.0	0.0	0.0	4.0	12.6	77.7	22.0	16.2	14.9	2.3	4324.0	2
19-137	Iowa	Montgomery	11313	27.0	10.1	23.6	57.4	15.1	4.0	98.9	0.2	0.4	0.3	2.4	77.0	17.9	7.2	1.3	12.9	3.5	1.2	11.2	9.5	28.7	25.2	21.1	183.2	54.8	15.7	1464.0	279.0	181.0	647	381	3.0	1.0	16.0	15.0	2.0	2.0	0.0	0.0	21.0	5.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	30.8	83.5	29.1	33.3	26.0	13.2	1126.0	2
36-87	New York	Rockland	292916	1681.0	9.7	28.4	59.0	11.3	1.3	80.2	11.9	0.3	6.5	12.1	79.0	17.3	6.7	1.2	10.0	0.8	4.9	21.2	4.1	15.9	25.1	18.2	227.9	42.6	4.6	27608.0	6274.0	5522.0	15709	16495	25.0	9.0	145.0	105.0	187.0	52.0	7.0	9.0	11.0	17.0	12.0	17.0	0.0	0.0	57.0	26.0	0.0	0.0	1.0	9.0	28.1	71.4	18.1	28.6	17.8	8.7	37462.0	2
50-17	Vermont	Orange	29287	43.0	9.2	22.8	64.1	11.3	1.8	98.3	0.3	0.3	0.5	0.8	78.6	11.7	6.2	1.0	8.9	2.5	3.2	8.5	3.9	28.7	17.3	18.6	182.1	48.6	13.9	3219.0	525.0	908.0	1845	2672	7.0	3.0	13.0	20.0	0.0	7.0	1.0	0.0	2.0	3.0	1.0	1.0	0.0	0.0	41.0	7.0	0.0	0.0	1.0	1.0	21.4	69.0	19.9	23.2	20.6	5.5	2724.0	2
19-163	Iowa	Scott	160998	352.0	10.3	25.5	62.4	10.4	1.8	89.9	6.2	0.3	1.9	4.4	77.3	10.2	7.1	1.3	11.6	4.0	1.7	14.8	5.5	38.9	24.6	20.3	153.8	59.4	10.9	14582.0	4250.0	2842.0	8983	5965	12.0	5.0	44.0	105.0	31.0	52.0	0.0	5.0	7.0	14.0	11.0	10.0	0.0	0.0	99.0	10.0	0.0	0.0	1.0	5.0	20.1	81.3	20.5	23.7	23.7	6.9	15478.0	2
31-89	Nebraska	Holt	10784	4.0	12.2	24.3	55.0	16.7	4.0	99.2	0.1	0.3	0.3	1.3	79.5	12.4	5.0	1.1	10.5	3.1	2.2	18.0	6.0	17.7	33.2	19.0	120.3	35.4	12.4	1152.0	195.0	219.0	660	393	8.0	5.0	22.0	15.0	4.0	4.0	0.0	0.0	3.0	6.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	30.8	83.2	24.4	19.6	17.1	5.0	1955.0	2
35-13	New Mexico	Dona Ana	189444	50.0	24.5	29.5	59.1	10.2	1.2	93.6	2.4	1.6	1.1	64.2	78.5	20.8	7.6	1.2	12.5	8.0	1.6	31.8	5.3	48.9	22.8	19.0	161.7	35.9	13.0	33447.0	5006.0	5484.0	11446	12264	2.0	11.0	135.0	102.0	143.0	97.0	3.0	5.0	17.0	22.0	8.0	22.0	0.0	0.0	9.0	11.0	0.0	0.0	7.0	22.0	27.7	81.1	22.6	19.9	18.3	6.9	49613.0	2
19-21	Iowa	Buena Vista	20151	35.0	9.5	25.9	58.5	12.7	2.9	94.0	1.3	0.2	4.0	18.5	78.5	11.6	6.0	0.7	10.7	4.8	1.6	18.4	3.7	30.0	26.6	29.2	191.6	33.6	7.4	2414.0	428.0	362.0	1124	803	6.0	4.0	99.0	27.0	18.0	8.0	0.0	0.0	4.0	4.0	5.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	0.0	21.2	75.0	25.1	29.8	20.6	10.9	2281.0	2
37-101	North Carolina	Johnston	146437	185.0	12.6	27.4	63.4	8.2	1.1	82.1	16.2	0.5	0.6	10.0	75.1	21.8	7.6	1.5	12.9	3.7	1.6	20.4	7.7	27.4	23.5	18.8	235.5	63.2	13.3	23073.0	3073.0	3264.0	8271	9444	0.0	4.0	57.0	52.0	4.0	16.0	0.0	4.0	6.0	8.0	3.0	8.0	0.0	0.0	6.0	12.0	0.0	0.0	8.0	8.0	31.9	76.5	25.1	24.2	26.0	7.9	17715.0	2
1-71	Alabama	Jackson	53650	50.0	14.5	23.7	61.7	13.1	1.5	92.6	3.8	1.6	0.3	1.6	74.5	22.6	9.3	1.6	14.4	4.5	0.6	13.6	6.4	27.6	26.4	19.7	187.2	69.3	12.5	12355.0	1219.0	2452.0	3076	2497	1.0	3.0	18.0	46.0	1.0	16.0	3.0	0.0	7.0	5.0	0.0	3.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	5.0	34.0	82.3	29.4	29.2	37.0	6.1	7294.0	2
27-169	Minnesota	Winona	49276	79.0	9.7	23.5	62.9	11.1	2.4	95.7	1.0	0.3	2.4	1.2	79.4	8.8	5.0	0.8	9.2	2.2	2.2	11.1	6.5	25.4	30.1	19.1	150.9	52.0	8.4	4726.0	1024.0	566.0	2771	3414	23.0	5.0	26.0	30.0	3.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	21.4	72.8	21.5	25.9	17.4	4.6	4418.0	2
54-11	West Virginia	Cabell	94031	334.0	17.6	22.2	61.7	14.1	2.0	93.7	4.3	0.2	0.7	0.7	74.5	21.4	9.9	1.9	16.2	4.0	1.4	10.3	7.5	34.2	29.3	23.9	212.2	72.1	11.8	12721.0	1994.0	5647.0	7058	4282	4.0	0.0	41.0	96.0	1.0	48.0	9.0	5.0	3.0	14.0	7.0	19.0	0.0	0.0	8.0	10.0	0.0	0.0	3.0	14.0	22.5	80.9	25.9	30.4	23.8	9.8	11213.0	2
29-31	Missouri	Cape Girardeau	71161	123.0	11.2	24.0	62.2	11.9	1.9	91.6	5.9	0.4	1.0	1.1	77.2	14.9	7.2	1.2	12.3	3.6	1.5	7.6	7.1	31.4	23.2	24.8	235.2	50.0	8.0	8703.0	1694.0	1741.0	4748	3688	5.0	7.0	101.0	52.0	7.0	14.0	1.0	3.0	19.0	7.0	12.0	7.0	0.0	0.0	2.0	14.0	0.0	0.0	1.0	0.0	25.7	80.9	24.5	26.9	20.1	8.1	5944.0	2
4-5	Arizona	Coconino	123866	7.0	15.6	29.0	63.3	7.0	0.7	66.1	1.3	29.9	1.2	11.6	78.5	10.8	7.7	1.0	12.8	5.0	2.5	18.1	5.6	45.0	25.9	13.9	114.8	33.1	19.2	11564.0	3544.0	2509.0	6647	7642	10.0	12.0	163.0	100.0	89.0	47.0	11.0	12.0	35.0	18.0	21.0	18.0	0.0	0.0	14.0	47.0	0.0	0.0	10.0	6.0	14.8	71.0	16.5	17.2	19.6	4.2	22678.0	2
49-7	Utah	Carbon	19437	13.0	13.5	28.8	57.6	11.6	1.9	97.5	0.3	1.2	0.6	10.8	79.0	18.1	9.0	1.4	11.9	5.2	1.3	18.4	5.7	28.1	18.7	22.9	174.0	36.4	28.0	2255.0	507.0	496.0	1439	738	5.0	2.0	47.0	32.0	5.0	16.0	1.0	0.0	10.0	14.0	2.0	4.0	0.0	0.0	6.0	6.0	0.0	0.0	1.0	6.0	26.3	84.2	22.1	29.1	19.4	6.6	3218.0	2
21-121	Kentucky	Knox	32069	83.0	26.3	26.1	61.3	11.0	1.6	97.8	1.1	0.2	0.2	0.7	73.9	32.4	9.7	1.6	15.9	6.4	0.8	15.9	9.7	30.2	35.6	22.2	246.4	98.1	15.5	9617.0	814.0	3061.0	2059	1794	0.0	0.0	12.0	35.0	2.0	13.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	41.2	88.2	26.4	37.3	31.3	7.6	6641.0	2
25-13	Massachusetts	Hampden	461591	746.0	14.4	25.7	60.4	11.5	2.4	86.7	9.5	0.4	2.0	17.2	76.7	16.5	8.5	1.4	11.5	5.0	2.4	17.3	5.8	47.0	26.1	21.7	145.3	55.3	7.9	63209.0	12842.0	10769.0	27095	43158	20.0	14.0	212.0	234.0	23.0	179.0	12.0	14.0	73.0	55.0	32.0	55.0	0.0	0.0	321.0	55.0	0.0	0.0	3.0	28.0	27.2	72.9	21.7	25.9	22.0	8.1	59589.0	2
